sub_id,turf_id,aphia_id,mean_hsi,percent_suitable,present,scenario
25_1,MX_C_025,382895,848.25,100,TRUE,rcp26_2100
22_1,MX_C_022,382895,883.5581395348837,95.55555555555556,TRUE,rcp26_2100
29_1,MX_C_029,382895,849.5,100,TRUE,rcp26_2100
26_1,MX_C_026,382895,889.25,100,TRUE,rcp26_2100
9_1,MX_C_009,382895,852.6666666666666,100,TRUE,rcp45_2050
25_1,MX_C_025,382895,858.25,100,TRUE,rcp45_2050
22_1,MX_C_022,382895,891.4883720930233,95.55555555555556,TRUE,rcp45_2050
29_1,MX_C_029,382895,877,100,TRUE,rcp45_2050
26_1,MX_C_026,382895,894.25,100,TRUE,rcp45_2050
9_1,MX_C_009,382895,857.6666666666666,100,TRUE,rcp45_2100
25_1,MX_C_025,382895,857.875,100,TRUE,rcp45_2100
22_1,MX_C_022,382895,889.3023255813954,95.55555555555556,TRUE,rcp45_2100
29_1,MX_C_029,382895,880.5,100,TRUE,rcp45_2100
26_1,MX_C_026,382895,894,100,TRUE,rcp45_2100
9_1,MX_C_009,382895,851.6666666666666,100,TRUE,rcp85_2050
25_1,MX_C_025,382895,847.75,100,TRUE,rcp85_2050
22_1,MX_C_022,382895,886.7209302325581,95.55555555555556,TRUE,rcp85_2050
29_1,MX_C_029,382895,878.5,100,TRUE,rcp85_2050
26_1,MX_C_026,382895,890,100,TRUE,rcp85_2050
9_1,MX_C_009,382895,870,100,TRUE,rcp85_2100
25_1,MX_C_025,382895,883.6875,100,TRUE,rcp85_2100
22_1,MX_C_022,382895,893.7272727272727,97.77777777777777,TRUE,rcp85_2100
29_1,MX_C_029,382895,921.5,100,TRUE,rcp85_2100
26_1,MX_C_026,382895,899.75,100,TRUE,rcp85_2100
9_1,MX_C_009,382897,NA,0,FALSE,current
25_1,MX_C_025,382897,895.4375,100,TRUE,current
24_1,MX_C_024,382897,813.253164556962,97.53086419753086,TRUE,current
22_1,MX_C_022,382897,947.8222222222222,100,TRUE,current
29_1,MX_C_029,382897,NA,0,FALSE,current
27_1,MX_C_027,382897,969.1276595744681,100,TRUE,current
26_1,MX_C_026,382897,973.25,100,TRUE,current
9_1,MX_C_009,382897,NA,0,FALSE,rcp26_2050
25_1,MX_C_025,382897,964,100,TRUE,rcp26_2050
24_1,MX_C_024,382897,867.1975308641976,100,TRUE,rcp26_2050
22_1,MX_C_022,382897,971.1333333333333,100,TRUE,rcp26_2050
29_1,MX_C_029,382897,722,100,TRUE,rcp26_2050
27_1,MX_C_027,382897,977.8936170212766,100,TRUE,rcp26_2050
26_1,MX_C_026,382897,966.75,100,TRUE,rcp26_2050
9_1,MX_C_009,382897,NA,0,FALSE,rcp26_2100
25_1,MX_C_025,382897,964,100,TRUE,rcp26_2100
24_1,MX_C_024,382897,867.1975308641976,100,TRUE,rcp26_2100
22_1,MX_C_022,382897,971.1333333333333,100,TRUE,rcp26_2100
29_1,MX_C_029,382897,722,100,TRUE,rcp26_2100
27_1,MX_C_027,382897,977.8936170212766,100,TRUE,rcp26_2100
26_1,MX_C_026,382897,966.75,100,TRUE,rcp26_2100
9_1,MX_C_009,382897,NA,0,FALSE,rcp45_2050
25_1,MX_C_025,382897,968.75,100,TRUE,rcp45_2050
24_1,MX_C_024,382897,865.7407407407408,100,TRUE,rcp45_2050
22_1,MX_C_022,382897,973.1777777777778,100,TRUE,rcp45_2050
29_1,MX_C_029,382897,738,100,TRUE,rcp45_2050
27_1,MX_C_027,382897,975.8510638297872,100,TRUE,rcp45_2050
26_1,MX_C_026,382897,965.5,100,TRUE,rcp45_2050
9_1,MX_C_009,382897,NA,0,FALSE,rcp45_2100
25_1,MX_C_025,382897,858.6875,100,TRUE,rcp45_2100
24_1,MX_C_024,382897,806,69.1358024691358,TRUE,rcp45_2100
22_1,MX_C_022,382897,955.1333333333333,100,TRUE,rcp45_2100
29_1,MX_C_029,382897,707,100,TRUE,rcp45_2100
27_1,MX_C_027,382897,963.0851063829788,100,TRUE,rcp45_2100
26_1,MX_C_026,382897,940.75,100,TRUE,rcp45_2100
9_1,MX_C_009,382897,NA,0,FALSE,rcp85_2050
25_1,MX_C_025,382897,927.5,100,TRUE,rcp85_2050
24_1,MX_C_024,382897,857.4166666666666,74.07407407407408,TRUE,rcp85_2050
22_1,MX_C_022,382897,967.6222222222223,100,TRUE,rcp85_2050
29_1,MX_C_029,382897,711,100,TRUE,rcp85_2050
27_1,MX_C_027,382897,975.9787234042553,100,TRUE,rcp85_2050
26_1,MX_C_026,382897,963.75,100,TRUE,rcp85_2050
9_1,MX_C_009,382897,NA,0,FALSE,rcp85_2100
25_1,MX_C_025,382897,770.6875,100,TRUE,rcp85_2100
24_1,MX_C_024,382897,768.7142857142857,60.49382716049383,TRUE,rcp85_2100
22_1,MX_C_022,382897,904.4772727272727,97.77777777777777,TRUE,rcp85_2100
29_1,MX_C_029,382897,715,100,TRUE,rcp85_2100
27_1,MX_C_027,382897,949.531914893617,100,TRUE,rcp85_2100
26_1,MX_C_026,382897,907,100,TRUE,rcp85_2100
9_1,MX_C_009,382898,980,100,TRUE,current
25_1,MX_C_025,382898,888.25,100,TRUE,current
24_1,MX_C_024,382898,891.9753086419753,100,TRUE,current
22_1,MX_C_022,382898,847.1111111111111,100,TRUE,current
29_1,MX_C_029,382898,949,100,TRUE,current
27_1,MX_C_027,382898,797.2340425531914,100,TRUE,current
9_1,MX_C_009,382898,966,100,TRUE,rcp26_2050
25_1,MX_C_025,382898,875.5625,100,TRUE,rcp26_2050
24_1,MX_C_024,382898,869.0493827160494,100,TRUE,rcp26_2050
22_1,MX_C_022,382898,827.0444444444445,100,TRUE,rcp26_2050
29_1,MX_C_029,382898,937,100,TRUE,rcp26_2050
27_1,MX_C_027,382898,775.7391304347826,97.87234042553192,TRUE,rcp26_2050
9_1,MX_C_009,382898,966,100,TRUE,rcp26_2100
25_1,MX_C_025,382898,875.5625,100,TRUE,rcp26_2100
24_1,MX_C_024,382898,869.0493827160494,100,TRUE,rcp26_2100
22_1,MX_C_022,382898,827.0444444444445,100,TRUE,rcp26_2100
29_1,MX_C_029,382898,937,100,TRUE,rcp26_2100
27_1,MX_C_027,382898,775.7391304347826,97.87234042553192,TRUE,rcp26_2100
9_1,MX_C_009,382898,959,100,TRUE,rcp45_2050
25_1,MX_C_025,382898,876.8125,100,TRUE,rcp45_2050
24_1,MX_C_024,382898,868.2716049382716,100,TRUE,rcp45_2050
22_1,MX_C_022,382898,822.0909090909091,97.77777777777777,TRUE,rcp45_2050
29_1,MX_C_029,382898,937,100,TRUE,rcp45_2050
27_1,MX_C_027,382898,765.1739130434783,97.87234042553192,TRUE,rcp45_2050
9_1,MX_C_009,382898,933,100,TRUE,rcp45_2100
25_1,MX_C_025,382898,871.875,100,TRUE,rcp45_2100
24_1,MX_C_024,382898,873.1604938271605,100,TRUE,rcp45_2100
22_1,MX_C_022,382898,821.7272727272727,97.77777777777777,TRUE,rcp45_2100
29_1,MX_C_029,382898,973,100,TRUE,rcp45_2100
27_1,MX_C_027,382898,765.4666666666667,95.74468085106383,TRUE,rcp45_2100
9_1,MX_C_009,382898,953.6666666666666,100,TRUE,rcp85_2050
25_1,MX_C_025,382898,872.0625,100,TRUE,rcp85_2050
24_1,MX_C_024,382898,874.8641975308642,100,TRUE,rcp85_2050
22_1,MX_C_022,382898,824.7333333333333,100,TRUE,rcp85_2050
29_1,MX_C_029,382898,954,100,TRUE,rcp85_2050
27_1,MX_C_027,382898,771.1086956521739,97.87234042553192,TRUE,rcp85_2050
9_1,MX_C_009,382898,938,100,TRUE,rcp85_2100
25_1,MX_C_025,382898,909.0625,100,TRUE,rcp85_2100
24_1,MX_C_024,382898,897.0123456790124,100,TRUE,rcp85_2100
22_1,MX_C_022,382898,827.4318181818181,97.77777777777777,TRUE,rcp85_2100
29_1,MX_C_029,382898,973,100,TRUE,rcp85_2100
27_1,MX_C_027,382898,772.195652173913,97.87234042553192,TRUE,rcp85_2100
9_1,MX_C_009,405012,960.6666666666666,100,TRUE,current
25_1,MX_C_025,405012,NA,0,FALSE,current
22_1,MX_C_022,405012,717.7222222222222,40,TRUE,current
18_1,MX_C_018,405012,893.7837837837837,100,TRUE,current
31_1,MX_C_031,405012,921.8823529411765,100,TRUE,current
32_1,MX_C_032,405012,879.1388888888889,100,TRUE,current
29_1,MX_C_029,405012,NA,0,FALSE,current
9_1,MX_C_009,405012,931.6666666666666,100,TRUE,rcp26_2050
25_1,MX_C_025,405012,NA,0,FALSE,rcp26_2050
22_1,MX_C_022,405012,666.5714285714286,31.11111111111111,TRUE,rcp26_2050
18_1,MX_C_018,405012,838.1081081081081,100,TRUE,rcp26_2050
31_1,MX_C_031,405012,902.6875,94.11764705882354,TRUE,rcp26_2050
32_1,MX_C_032,405012,838.8484848484849,91.66666666666667,TRUE,rcp26_2050
29_1,MX_C_029,405012,NA,0,FALSE,rcp26_2050
9_1,MX_C_009,405012,931.6666666666666,100,TRUE,rcp26_2100
25_1,MX_C_025,405012,NA,0,FALSE,rcp26_2100
22_1,MX_C_022,405012,666.5714285714286,31.11111111111111,TRUE,rcp26_2100
18_1,MX_C_018,405012,838.1081081081081,100,TRUE,rcp26_2100
31_1,MX_C_031,405012,902.6875,94.11764705882354,TRUE,rcp26_2100
32_1,MX_C_032,405012,838.8484848484849,91.66666666666667,TRUE,rcp26_2100
29_1,MX_C_029,405012,NA,0,FALSE,rcp26_2100
9_1,MX_C_009,405012,900.6666666666666,100,TRUE,rcp45_2050
